//Floor1Tables//
1,509,594,11,25,SMALLCIRCLE_V,4
1,381,705,17,8,BLOCK,4
1,399,705,17,8,BLOCK,4
//Floor2Tables///
2,430,455,20,10,BLOCK,4
2,449,455,20,10,BLOCK,4
2,430,464,20,10,BLOCK,4
2,449,464,20,10,BLOCK,4
2,474,503,20,15,BLOCK,4
2,474,527,20,15,BLOCK,4
2,510,388,17,23,BLOCK,4
2,570,388,17,23,BLOCK,4
2,510,445,17,23,BLOCK,4
2,570,445,17,23,BLOCK,4
2,510,519,17,23,BLOCK,4
2,570,519,17,23,BLOCK,4
2,526,424,12,12,CIRCLE,4
2,543,424,12,12,CIRCLE,4
2,560,424,12,12,CIRCLE,4
2,645,375,17,14,BLOCK,4
2,672,375,17,14,BLOCK,4
2,655,393,17,14,BLOCK,4
2,640,410,17,14,BLOCK,4
2,670,410,17,14,BLOCK,4
2,653,428,20,15,BLOCK,4
2,649,447,17,14,BLOCK,4
2,627,449,17,14,BLOCK,4
2,623,469,17,14,BLOCK,4
2,620,425,20,10,BLOCK,4
2,621,393,17,12,BLOCK,4
2,603,428,13,17,BLOCK,4
2,603,455,13,17,BLOCK,4
2,585,424,12,12,CIRCLE,4
2,619,488,20,10,BLOCK,4
2,595,488,17,14,BLOCK,4
2,595,528,22,15,BLOCK,4
2,624,535,20,15,BLOCK,4
2,650,535,11,25,SMALLCIRCLE_V,4
2,650,505,11,25,SMALLCIRCLE_V,4
2,649,482,15,15,BLOCK,4
2,512,495,20,12,BLOCK,4
2,539,495,20,12,BLOCK,4
2,563,495,20,12,BLOCK,4
2,542,553,30,30,CIRCLE,4
2,607,553,30,30,CIRCLE,4
2,542,595,30,30,CIRCLE,4
2,607,595,30,30,CIRCLE,4
2,572,573,15,30,CIRCLE_HL,4
2,592,573,15,30,CIRCLE_HR,4
2,638,563,11,22,SMALLCIRCLE_V,4
2,638,586,11,22,SMALLCIRCLE_V,4
2,638,609,11,22,SMALLCIRCLE_V,4
2,475,565,12,12,CIRCLE,4
2,475,582,12,12,CIRCLE,4
2,475,599,12,12,CIRCLE,4
2,500,555,11,22,SMALLCIRCLE_V,4
2,500,578,11,22,SMALLCIRCLE_V,4
2,500,601,11,22,SMALLCIRCLE_V,4
2,477,640,20,15,BLOCK,4
2,477,665,20,15,BLOCK,4
2,477,690,20,15,BLOCK,4
2,477,715,20,15,BLOCK,4
//Floor3Tables//
3,400,116,28,28,BLOCK,4
3,526,108,31,36,BLOCK,4
3,404,117,29,26,BLOCK,4
